Timestamp,T_Value,H_Value,P_Value,B_Value,HR_Value
2025-02-18 02:01:15,23.92,54.76,0.0,0.0,0.0
2025-02-18 02:01:15,23.89,54.78,0.0,0.0,0.0
2025-02-18 02:01:15,23.9,54.77,0.0,0.0,0.0
2025-02-18 02:01:15,23.9,54.8,0.0,0.0,0.0
2025-02-18 02:01:16,23.9,54.76,0.0,0.0,0.0
2025-02-18 02:01:16,23.9,54.79,0.0,0.0,0.0
2025-02-18 02:01:16,23.9,54.81,0.0,0.0,0.0
2025-02-18 02:01:16,23.91,54.84,0.0,0.0,0.0
2025-02-18 02:01:16,23.89,54.81,0.0,0.0,0.0
2025-02-18 02:01:16,23.89,54.82,0.0,0.0,0.0
2025-02-18 02:01:16,23.89,54.84,0.0,0.0,0.0
2025-02-18 02:01:16,23.87,54.8,0.0,0.0,0.0
2025-02-18 02:01:16,23.87,54.84,0.0,0.0,0.0
2025-02-18 02:01:16,23.88,54.83,0.0,0.0,0.0
2025-02-18 02:01:16,23.87,54.83,0.0,0.0,0.0
2025-02-18 02:01:16,23.89,54.88,0.0,0.0,0.0
2025-02-18 02:01:16,23.86,54.89,0.0,0.0,0.0
2025-02-18 02:01:16,23.85,54.84,0.0,0.0,0.0
2025-02-18 02:01:16,23.85,54.87,0.0,0.0,0.0
2025-02-18 02:01:16,23.86,54.94,0.0,0.0,0.0
2025-02-18 02:01:16,23.86,54.9,0.0,0.0,0.0
2025-02-18 02:01:16,23.85,54.89,0.0,0.0,0.0
2025-02-18 02:01:16,23.86,54.94,0.0,0.0,0.0
2025-02-18 02:01:16,23.86,54.91,0.0,0.0,0.0
2025-02-18 02:01:16,23.85,54.92,0.0,0.0,0.0
2025-02-18 02:01:16,23.87,54.93,0.0,0.0,0.0
2025-02-18 02:01:16,23.84,54.94,0.0,0.0,0.0
2025-02-18 02:01:16,23.85,54.9,0.0,0.0,0.0
2025-02-18 02:01:17,23.83,54.9,0.0,0.0,0.0
2025-02-18 02:01:17,23.84,54.96,0.0,0.0,0.0
